name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
FOI1	-27.8322	23.7534	11.2898713354736	-999	FOI	L	depth	-25.0652	25.7016	13.1946	Left Cerebral White Matter	parstriangularis	n/a	n/a
FOI2	-31.9007	23.0046	11.3490985317441	-999	FOI	L	depth	-28.5739	25.8656	12.9	Left FO frontal operculum	parstriangularis	n/a	n/a
FOI3	-34.9965	22.5346	12.0752039688632	-999	FOI	L	depth	-31.5811	26.0062	12.6475	Left Cerebral White Matter	parsopercularis	n/a	n/a
FOI4	-39.8383	21.9098	13.0555403114278	-999	FOI	L	depth	-36.0921	26.2172	12.2686	Left Cerebral White Matter	parsopercularis	n/a	n/a
FOI5	-43.4975	21.4976	12.0595185224917	-999	FOI	L	depth	-39.6006	26.3812	11.974	Left MFG middle frontal gyrus	parsopercularis	n/a	n/a
FOI6	-48.1738	21.8192	10.4033343868777	-999	FOI	L	depth	-44.1115	26.5922	11.5952	Left MFG middle frontal gyrus	parsopercularis	n/a	n/a
FOI7	-52.3039	23.1086	8.65024948403853	-999	FOI	L	depth	-47.62	26.7562	11.3006	Left PrG precentral gyrus	parsopercularis	n/a	n/a
FOI8	-57.7041	24.3347	8.16086690718175	-999	FOI	L	depth	-52.1879	27.1398	12.0287	Left MFG middle frontal gyrus	parsopercularis	n/a	n/a
OFC1	-2.88202	46.9192	-14.1513000347601	-999	OFC	L	depth	-3.29084	45.3615	-10.7267	Left MFC medial frontal cortex	medialorbitofrontal	n/a	n/a
OFC2	-5.54425	45.5805	-14.1753772872133	-999	OFC	L	depth	-5.86154	44.5458	-10.7257	Left Cerebral White Matter	medialorbitofrontal	n/a	n/a
OFC3	-9.32106	44.8674	-12.813603490725	-999	OFC	L	depth	-10.0496	44.1368	-8.82024	Left MSFG superior frontal gyrus medial segment	medialorbitofrontal	n/a	n/a
OFC4	-12.7027	43.3385	-12.0229767056333	-999	OFC	L	depth	-13.712	43.0694	-7.78945	Left Cerebral White Matter	medialorbitofrontal	n/a	n/a
OFC5	-16.944	42.8093	-11.5853718780752	-999	OFC	L	depth	-17.2774	43.4025	-7.04917	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OFC6	-22.3269	41.4578	-12.4854301795366	-999	OFC	L	depth	-20.9073	42.8019	-6.11522	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OFC7	-26.8788	40.9691	-11.7162419341391	-999	OFC	L	depth	-24.0929	42.3455	-4.1327	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OFC8	-31.2356	41.762	-10.1907164874184	-999	OFC	L	depth	-27.6583	42.6786	-3.39243	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OFC9	-35.3854	42.4705	-9.04553651956587	-999	OFC	L	depth	-32.2908	42.1253	-2.53555	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
OFC10	-38.1949	43.0036	-6.70520477286157	-999	OFC	L	depth	-35.9776	41.6996	-0.449474	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
OFC11	-41.5083	44.9583	-5.03758324235616	-999	OFC	L	depth	-39.0418	42.013	0.404746	Left MFG middle frontal gyrus	parstriangularis	n/a	n/a
OFC12	-46.1109	43.3197	-2.68415341744136	-999	OFC	L	depth	-42.704	40.9501	1.52839	Left TrIFG triangular part of the inferior frontal gyrus	parstriangularis	n/a	n/a
OFC13	-50.4364	41.319	-1.41700993581467	-999	OFC	L	depth	-46.3342	40.3539	2.54822	Left TrIFG triangular part of the inferior frontal gyrus	parstriangularis	n/a	n/a
OFC14	-53.9524	40.4383	-0.0190739184482946	-999	OFC	L	depth	-49.3983	40.6672	3.40251	Left MFG middle frontal gyrus	parstriangularis	n/a	n/a
TPS1	-22.4388	4.51807	-25.3959975951003	-999	TPS	L	depth	-18.7328	1.59867	-20.3189	Left Pallidum	n/a	n/a	Left PRC
TPS2	-26.1993	4.2118	-24.7108438748402	-999	TPS	L	depth	-22.2982	1.93175	-19.5786	Left Amygdala	n/a	n/a	Left Amy
TPS3	-29.7691	3.73233	-25.2228490135848	-999	TPS	L	depth	-25.3055	2.07344	-19.81	Left Ent entorhinal area	n/a	n/a	n/a
TPS4	-36.1688	4.20196	-25.2816688945504	-999	TPS	L	depth	-29.8087	3.38745	-19.3403	Left Cerebral White Matter	n/a	n/a	n/a
TPS5	-40.4533	5.15847	-24.2086306610538	-999	TPS	L	depth	-33.374	3.72063	-18.6001	Left Cerebral White Matter	superiortemporal	n/a	n/a
TPS6	-45.1025	7.11423	-22.6946044257209	-999	TPS	L	depth	-37.9418	4.10093	-17.937	Left AIns anterior insula	superiortemporal	n/a	n/a
TPS7	-47.3917	7.78593	-20.5961670042816	-999	TPS	L	depth	-41.5072	4.43404	-17.1966	Left Cerebral White Matter	superiortemporal	n/a	n/a
TPS8	-49.7847	8.00457	-18.8852987155238	-999	TPS	L	depth	-44.5714	4.74351	-16.4178	Left Cerebral White Matter	superiortemporal	n/a	n/a
TPS9	-53.3113	8.34283	-17.187849399391	-999	TPS	L	depth	-49.1391	5.12382	-15.7547	Left CO central operculum	superiortemporal	n/a	n/a
TPS10	-56.3069	9.4964	-15.7221867992356	-999	TPS	L	depth	-53.6424	6.43781	-15.2852	Left Cerebral White Matter	superiortemporal	n/a	n/a
TPS11	-58.97	9.29414	-14.7119118557155	-999	TPS	L	depth	-57.2076	6.77091	-14.5448	Left Cerebral White Matter	superiortemporal	n/a	n/a
TPS12	-61.6078	9.06128	-14.173776080734	-999	TPS	L	depth	-60.2719	7.08038	-13.766	n/a	superiortemporal	n/a	n/a
