name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region	das.region	stein.region
LFG1	-124.448	207.336	0.223033162813493	-999	LFG	L	grid	-17.2995	74.8085	2.5734	superiorfrontal	n/a	n/a
LFG2	-129.445	201.71	9.12241084734731	-999	LFG	L	grid	-20.7315	68.5009	11.3502	superiorfrontal	n/a	n/a
LFG3	-132.708	195.939	16.7420188822876	-999	LFG	L	grid	-24.0403	61.6788	18.7546	superiorfrontal	n/a	n/a
LFG4	-135.894	187.995	25.7926666207183	-999	LFG	L	grid	-26.428	54.1433	27.6109	superiorfrontal	n/a	n/a
LFG5	-137.435	179.86	34.3023587974782	-999	LFG	L	grid	-28.7742	44.3216	35.0977	superiorfrontal	n/a	n/a
LFG6	-141.324	172.714	41.0327947676396	-999	LFG	L	grid	-30.0701	35.0057	43.3482	superiorfrontal	n/a	n/a
LFG7	-140.927	164.072	46.0181404571389	-999	LFG	L	grid	-31.115	26.3949	49.5383	superiorfrontal	n/a	n/a
LFG8	-141.764	154.089	50.7871753985386	-999	LFG	L	grid	-31.0949	15.4135	55.1243	superiorfrontal	n/a	n/a
LFG9	-133.547	206.091	-6.30462399592858	-999	LFG	L	grid	-24.5431	71.8989	-3.45376	superiorfrontal	n/a	n/a
LFG10	-137.937	200.432	1.92189250699724	-999	LFG	L	grid	-29.0979	65.0474	5.24607	rostralmiddlefrontal	n/a	n/a
LFG11	-140.736	191.409	10.9822227901711	-999	LFG	L	grid	-33.1328	57.5819	13.9858	rostralmiddlefrontal	n/a	n/a
LFG12	-144.738	184.67	19.2184217027689	-999	LFG	L	grid	-36.6178	50.0929	22.7637	rostralmiddlefrontal	n/a	n/a
LFG13	-145.152	176.423	27.1212054115432	-999	LFG	L	grid	-38.9099	41.4526	30.2493	rostralmiddlefrontal	n/a	n/a
LFG14	-150.102	169.889	34.4866850016654	-999	LFG	L	grid	-40.131	32.1748	37.8129	rostralmiddlefrontal	n/a	n/a
LFG15	-150.623	160.188	41.5662493592833	-999	LFG	L	grid	-40.2075	22.2981	44.7696	caudalmiddlefrontal	n/a	n/a
LFG16	-150.566	151.718	45.008014544699	-999	LFG	L	grid	-40.2139	10.7255	50.3551	caudalmiddlefrontal	n/a	n/a
LFG17	-142.701	201.673	-11.4575114273675	-999	LFG	L	grid	-34.8115	66.0985	-7.86553	rostralmiddlefrontal	n/a	n/a
LFG18	-145.94	195.448	-4.60485243963299	-999	LFG	L	grid	-39.2879	60.997	0.398836	rostralmiddlefrontal	n/a	n/a
LFG19	-150.371	188.836	2.82657980649088	-999	LFG	L	grid	-42.7946	54.651	9.86156	rostralmiddlefrontal	n/a	n/a
LFG20	-151.763	183.107	12.9545755335882	-999	LFG	L	grid	-45.0325	47.1918	17.345	rostralmiddlefrontal	n/a	n/a
LFG21	-153.101	174.611	19.2196908726811	-999	LFG	L	grid	-47.426	37.9229	25.518	rostralmiddlefrontal	n/a	n/a
LFG22	-156.764	167.701	28.9994702893624	-999	LFG	L	grid	-48.6747	28.0542	33.0822	rostralmiddlefrontal	n/a	n/a
LFG23	-160.867	157.648	34.0834675572111	-999	LFG	L	grid	-49.7727	18.2623	39.2746	caudalmiddlefrontal	n/a	n/a
LFG24	-160.196	148.334	40.5842585411979	-999	LFG	L	grid	-49.7803	6.69017	44.8611	caudalmiddlefrontal	n/a	n/a
LFG25	-149.989	198.111	-17.8338982044494	-999	LFG	L	grid	-42.3108	60.7715	-12.09	rostralmiddlefrontal	n/a	n/a
LFG26	-154.223	192.998	-10.3180605023997	-999	LFG	L	grid	-47.7567	56.9243	-4.82963	rostralmiddlefrontal	n/a	n/a
LFG27	-157.641	186.68	-1.98777372420409	-999	LFG	L	grid	-51.1887	50.6067	3.75804	rostralmiddlefrontal	n/a	n/a
LFG28	-159.57	179.624	6.51223604288379	-999	LFG	L	grid	-52.4098	41.3293	11.3226	rostralmiddlefrontal	n/a	n/a
LFG29	-162.511	172.273	14.1133913355208	-999	LFG	L	grid	-54.7767	32.6506	19.4942	rostralmiddlefrontal	n/a	n/a
LFG30	-163.002	166.197	20.5851351481126	-999	LFG	L	grid	-55.8216	24.0399	25.6843	rostralmiddlefrontal	n/a	n/a
LFG31	-165.865	155.625	23.5564610055393	-999	LFG	L	grid	-57.0752	12.4379	32.5653	caudalmiddlefrontal	n/a	n/a
LFG32	-165.993	148.923	30.8048362173881	-999	LFG	L	grid	-57.002	2.63741	38.1491	caudalmiddlefrontal	n/a	n/a
LOTD1	-136.589	151.51	-41.186941065668	-999	LOTD	L	depth	-24.3441	6.95075	-30.0367	temporalpole	n/a	n/a
LOTD2	-137.187	143.98	-35.5384166042326	-999	LOTD	L	depth	-24.2179	-1.69113	-24.9017	n/a	CA1	Left CA1
LOTD3	-139.068	136.017	-28.5723049315563	-999	LOTD	L	depth	-25.3642	-10.9584	-18.5806	n/a	DG	Left DG
LOTD4	-141.74	128.805	-23.187591324611	-999	LOTD	L	depth	-27.4317	-19.5062	-13.5884	n/a	DG	Left DG
LOTD5	-143.375	121.435	-17.6709722904206	-999	LOTD	L	depth	-28.4029	-28.101	-8.52432	n/a	DG	Left DG
LOTD6	-144.129	113.359	-11.3117690857299	-999	LOTD	L	depth	-28.3781	-37.374	-2.7588	n/a	n/a	Left CA1
LOTD7	-144.727	105.83	-5.66324468191533	-999	LOTD	L	depth	-28.2506	-46.0161	2.38335	superiortemporal	n/a	n/a
LOTD8	-145.326	98.3001	-0.0147202204798873	-999	LOTD	L	depth	-28.1244	-54.6359	7.96393	inferiorparietal	n/a	n/a
LOTD9	-145.99	90.2707	5.6056692240515	-999	LOTD	L	depth	-28.0247	-63.8459	13.5474	inferiorparietal	n/a	n/a
LOTD10	-146.719	81.7414	11.1979233815363	-999	LOTD	L	depth	-27.9516	-73.6467	19.1301	inferiorparietal	n/a	n/a
LOTD11	-148.355	74.3709	16.7145424157267	-999	LOTD	L	depth	-28.9217	-82.2192	24.6343	inferiorparietal	n/a	n/a
LOTD12	-150.235	66.4076	23.6806540884029	-999	LOTD	L	depth	-30.0691	-91.4586	31.512	inferiorparietal	n/a	n/a
LPLD1	-123.209	94.7917	4.2988743908207	-999	LPLD	L	depth	-4.68251	-55.7195	11.0045	precuneus	n/a	n/a
LPLD2	-125.357	91.5797	9.9086692135683	-999	LPLD	L	depth	-6.53677	-59.5208	16.4225	precuneus	n/a	n/a
LPLD3	-126.354	87.8017	14.1446065211246	-999	LPLD	L	depth	-7.17147	-63.884	20.5472	precuneus	n/a	n/a
LPLD4	-128.632	83.5898	19.6981310399217	-999	LPLD	L	depth	-9.07988	-68.866	25.9685	precuneus	n/a	n/a
LPLD5	-130.822	79.4243	24.5128416634881	-999	LPLD	L	depth	-10.9134	-73.8113	30.7022	precuneus	n/a	n/a
LPLD6	-133.1	75.2124	30.0663661822852	-999	LPLD	L	depth	-12.8207	-78.7933	36.1235	precuneus	n/a	n/a
LPLD7	-135.069	72.0932	34.1985332145717	-999	LPLD	L	depth	-14.5264	-82.5189	40.169	superiorparietal	n/a	n/a
LPLD8	-137.544	66.3814	39.6676522774429	-999	LPLD	L	depth	-16.5143	-89.2733	45.5934	superiorparietal	n/a	n/a
LPLD9	-139.602	63.2159	44.53863320496	-999	LPLD	L	depth	-18.2948	-93.0361	50.3255	superiorparietal	n/a	n/a
LPLD10	-140.581	60.845	50.3366037589032	-999	LPLD	L	depth	-18.9985	-95.7035	55.8192	superiorparietal	n/a	n/a
LPLD11	-142.681	62.6657	56.9006112830117	-999	LPLD	L	depth	-21.21	-93.6152	61.8757	superiorparietal	n/a	n/a
LPLD12	-143.136	64.2945	62.9236630527571	-999	LPLD	L	depth	-21.7004	-91.5578	67.3626	superiorparietal	n/a	n/a
LFS1	-118.037	200.179	-36.8283780525337	-999	LFS	L	strip	-12.9367	69.6234	-27.9562	lateralorbitofrontal	n/a	n/a
LFS2	-122.139	206.897	-30.3409177287602	-999	LFS	L	strip	-17.1892	72.6903	-18.7858	frontalpole	n/a	n/a
LFS3	-130.988	207.77	-12.67168545621	-999	LFS	L	strip	-21.4199	74.6178	-10.2349	superiorfrontal	n/a	n/a
LFS4	-134.013	204.452	-4.17258776616282	-999	LFS	L	strip	-24.6386	73.0036	-2.08305	superiorfrontal	n/a	n/a
LFS5	-133.517	200.174	10.0258288994784	-999	LFS	L	strip	-25.0453	68.7264	10.3534	rostralmiddlefrontal	n/a	n/a
LFS6	-135.208	190.68	22.9780867996726	-999	LFS	L	strip	-24.0403	61.6788	18.7546	superiorfrontal	n/a	n/a
LFS7	-135.6	192.571	19.2365174098215	-999	LFS	L	strip	-26.428	54.1433	27.6109	superiorfrontal	n/a	n/a
LFS8	-135.509	182.025	29.3751077010818	-999	LFS	L	strip	-26.5686	47.6948	36.6201	superiorfrontal	n/a	n/a
RIHG1	-117.155	99.3505	32.3734453167098	-999	RIHG	L	grid	0.662471	-48.0108	36.9259	precuneus	n/a	n/a
RIHG2	-117.267	110.588	32.7945605769193	-999	RIHG	L	grid	0.124188	-35.5623	36.8274	posteriorcingulate	n/a	n/a
RIHG3	-117.576	120.326	33.131270323582	-999	RIHG	L	grid	-0.289736	-23.6287	35.3579	posteriorcingulate	n/a	n/a
RIHG4	-117.146	131.03	32.8513891925874	-999	RIHG	L	grid	-0.603411	-11.0666	33.2009	posteriorcingulate	n/a	n/a
RIHG5	-117.656	140.079	29.3718064455245	-999	RIHG	L	grid	-0.793931	0.981671	29.6726	caudalanteriorcingulate	n/a	n/a
RIHG6	-115.669	149.496	23.2289141816254	-999	RIHG	L	grid	0.0588268	11.802	26.224	caudalanteriorcingulate	n/a	n/a
RIHG7	-115.399	160.465	19.9278247560861	-999	RIHG	L	grid	-0.0833748	23.298	22.0102	caudalanteriorcingulate	n/a	n/a
RIHG8	-113.864	170.462	13.747114872919	-999	RIHG	L	grid	-0.103525	34.28	16.4253	rostralanteriorcingulate	n/a	n/a
RIHG9	-119.256	102.221	44.9983222298318	-999	RIHG	L	grid	-0.372615	-45.078	47.9	paracentral	n/a	n/a
RIHG10	-119.434	112.958	45.3913022804451	-999	RIHG	L	grid	-0.910833	-32.6299	47.8029	paracentral	n/a	n/a
RIHG11	-119.474	122.835	43.5115703414163	-999	RIHG	L	grid	-1.32476	-20.6964	46.3334	superiorfrontal	n/a	n/a
RIHG12	-118.394	134.46	43.3539122279948	-999	RIHG	L	grid	-1.63845	-8.13394	44.1764	superiorfrontal	n/a	n/a
RIHG13	-117.957	143.304	40.7450488034074	-999	RIHG	L	grid	-2.97946	2.78033	40.5727	superiorfrontal	n/a	n/a
RIHG14	-116.471	154.207	36.0982370722728	-999	RIHG	L	grid	-2.04603	15.3725	37.1214	superiorfrontal	n/a	n/a
RIHG15	-115.723	164.144	32.0680161611748	-999	RIHG	L	grid	-2.21586	26.2776	32.9083	superiorfrontal	n/a	n/a
RIHG16	-117.026	173.944	27.007035348381	-999	RIHG	L	grid	-2.236	37.259	27.3224	superiorfrontal	n/a	n/a
RIHG17	-121.036	103.512	57.6047463430296	-999	RIHG	L	grid	-1.46068	-43.3267	58.8777	paracentral	n/a	n/a
RIHG18	-120.605	114.216	57.3248652120349	-999	RIHG	L	grid	-1.7962	-29.6209	57.4055	paracentral	n/a	n/a
RIHG19	-118.285	125.321	55.0545356881915	-999	RIHG	L	grid	-1.18751	-17.7726	56.6993	paracentral	n/a	n/a
RIHG20	-118.688	135.824	52.3981722922849	-999	RIHG	L	grid	-2.52381	-5.12504	53.779	superiorfrontal	n/a	n/a
RIHG21	-119.426	145.687	51.9301154877155	-999	RIHG	L	grid	-4.01451	5.71299	51.5482	superiorfrontal	n/a	n/a
RIHG22	-119.537	155.875	46.2903613589114	-999	RIHG	L	grid	-5.32899	17.2174	47.943	superiorfrontal	n/a	n/a
RIHG23	-119.595	164.345	42.8485961734957	-999	RIHG	L	grid	-5.49883	28.1227	43.73	superiorfrontal	n/a	n/a
RIHG24	-118.084	174.795	37.4348353375345	-999	RIHG	L	grid	-4.39391	39.6484	38.2218	superiorfrontal	n/a	n/a
LIHG1	-117.155	99.3505	32.3734453167098	-999	LIHG	L	grid	0.662471	-48.0108	36.9259	precuneus	n/a	n/a
LIHG2	-117.267	110.588	32.7945605769193	-999	LIHG	L	grid	0.124188	-35.5623	36.8274	posteriorcingulate	n/a	n/a
LIHG3	-117.576	120.326	33.131270323582	-999	LIHG	L	grid	-0.289736	-23.6287	35.3579	posteriorcingulate	n/a	n/a
LIHG4	-117.146	131.03	32.8513891925874	-999	LIHG	L	grid	-0.603411	-11.0666	33.2009	posteriorcingulate	n/a	n/a
LIHG5	-117.656	140.079	29.3718064455245	-999	LIHG	L	grid	-0.793931	0.981671	29.6726	caudalanteriorcingulate	n/a	n/a
LIHG6	-115.669	149.496	23.2289141816254	-999	LIHG	L	grid	0.0588268	11.802	26.224	caudalanteriorcingulate	n/a	n/a
LIHG7	-115.399	160.465	19.9278247560861	-999	LIHG	L	grid	-0.0833748	23.298	22.0102	caudalanteriorcingulate	n/a	n/a
LIHG8	-113.864	170.462	13.747114872919	-999	LIHG	L	grid	-0.103525	34.28	16.4253	rostralanteriorcingulate	n/a	n/a
LIHG9	-119.256	102.221	44.9983222298318	-999	LIHG	L	grid	-0.372615	-45.078	47.9	paracentral	n/a	n/a
LIHG10	-119.434	112.958	45.3913022804451	-999	LIHG	L	grid	-0.910833	-32.6299	47.8029	paracentral	n/a	n/a
LIHG11	-119.474	122.835	43.5115703414163	-999	LIHG	L	grid	-1.32476	-20.6964	46.3334	superiorfrontal	n/a	n/a
LIHG12	-118.394	134.46	43.3539122279948	-999	LIHG	L	grid	-1.63845	-8.13394	44.1764	superiorfrontal	n/a	n/a
LIHG13	-117.957	143.304	40.7450488034074	-999	LIHG	L	grid	-2.97946	2.78033	40.5727	superiorfrontal	n/a	n/a
LIHG14	-116.471	154.207	36.0982370722728	-999	LIHG	L	grid	-2.04603	15.3725	37.1214	superiorfrontal	n/a	n/a
LIHG15	-115.723	164.144	32.0680161611748	-999	LIHG	L	grid	-2.21586	26.2776	32.9083	superiorfrontal	n/a	n/a
LIHG16	-117.026	173.944	27.007035348381	-999	LIHG	L	grid	-2.236	37.259	27.3224	superiorfrontal	n/a	n/a
LIHG17	-121.036	103.512	57.6047463430296	-999	LIHG	L	grid	-1.46068	-43.3267	58.8777	paracentral	n/a	n/a
LIHG18	-120.605	114.216	57.3248652120349	-999	LIHG	L	grid	-1.7962	-29.6209	57.4055	paracentral	n/a	n/a
LIHG19	-118.285	125.321	55.0545356881915	-999	LIHG	L	grid	-1.18751	-17.7726	56.6993	paracentral	n/a	n/a
LIHG20	-118.688	135.824	52.3981722922849	-999	LIHG	L	grid	-2.52381	-5.12504	53.779	superiorfrontal	n/a	n/a
LIHG21	-119.426	145.687	51.9301154877155	-999	LIHG	L	grid	-4.01451	5.71299	51.5482	superiorfrontal	n/a	n/a
LIHG22	-119.537	155.875	46.2903613589114	-999	LIHG	L	grid	-5.32899	17.2174	47.943	superiorfrontal	n/a	n/a
LIHG23	-119.595	164.345	42.8485961734957	-999	LIHG	L	grid	-5.49883	28.1227	43.73	superiorfrontal	n/a	n/a
LIHG24	-118.084	174.795	37.4348353375345	-999	LIHG	L	grid	-4.39391	39.6484	38.2218	superiorfrontal	n/a	n/a
LPS1	-154.533	135.914	51.3920583009049	-999	LPS	L	strip	-38.1013	-9.93589	58.2087	caudalmiddlefrontal	n/a	n/a
LPS2	-154.219	125.366	54.7872355920421	-999	LPS	L	strip	-39.9076	-22.3673	59.5243	precentral	n/a	n/a
LPS3	-157.92	115.403	51.6501921467569	-999	LPS	L	strip	-42.0865	-34.107	59.4277	precentral	n/a	n/a
LPS4	-161.02	107.267	50.1692698134565	-999	LPS	L	strip	-44.4144	-45.043	55.8589	postcentral	n/a	n/a
LPS5	-163.284	98.2846	45.0039603560544	-999	LPS	L	strip	-45.6184	-55.4344	52.3666	postcentral	n/a	n/a
LPS6	-163.499	89.4377	40.8694108579692	-999	LPS	L	strip	-46.4757	-66.2265	45.4449	inferiorparietal	n/a	n/a
LPS7	-164.856	84.1866	32.2069780458622	-999	LPS	L	strip	-46.1768	-74.1505	39.2814	inferiorparietal	n/a	n/a
LPS8	-162.298	75.0353	26.9245643254285	-999	LPS	L	strip	-44.6308	-82.0444	31.8221	inferiorparietal	n/a	n/a
