name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
MFG1-MFG2	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG2-MFG3	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG3-MFG4	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG4-MFG5	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG5-MFG6	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG6-MFG7	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG7-MFG8	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG8-MFG9	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG9-MFG10	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG10-MFG11	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG11-MFG12	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG12-MFG13	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG13-MFG14	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG14-MFG15	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG15-MFG16	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
MFG16-MFG1	ECOG	V	n/a	n/a	bipolar	MFG	1000	strip	n/a
LFG1-LFG2	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG2-LFG3	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG3-LFG4	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG4-LFG5	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG5-LFG6	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG6-LFG7	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG7-LFG8	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG8-LFG9	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG9-LFG10	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG10-LFG11	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG11-LFG12	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG12-LFG13	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG13-LFG14	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG14-LFG15	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG15-LFG16	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LFG16-LFG1	ECOG	V	n/a	n/a	bipolar	LFG	1000	strip	n/a
LF1-LF2	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF2-LF3	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF3-LF4	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF4-LF5	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF5-LF6	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF6-LF1	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
RASI1-RASI2	ECOG	V	n/a	n/a	bipolar	RASI	1000	strip	n/a
RASI2-RASI3	ECOG	V	n/a	n/a	bipolar	RASI	1000	strip	n/a
RASI3-RASI4	ECOG	V	n/a	n/a	bipolar	RASI	1000	strip	n/a
RASI4-RASI1	ECOG	V	n/a	n/a	bipolar	RASI	1000	strip	n/a
RAII1-RAII2	ECOG	V	n/a	n/a	bipolar	RAII	1000	strip	n/a
RAII2-RAII3	ECOG	V	n/a	n/a	bipolar	RAII	1000	strip	n/a
RAII3-RAII4	ECOG	V	n/a	n/a	bipolar	RAII	1000	strip	n/a
RAII4-RAII5	ECOG	V	n/a	n/a	bipolar	RAII	1000	strip	n/a
RAII5-RAII6	ECOG	V	n/a	n/a	bipolar	RAII	1000	strip	n/a
RAII6-RAII1	ECOG	V	n/a	n/a	bipolar	RAII	1000	strip	n/a
RPSI1-RPSI2	ECOG	V	n/a	n/a	bipolar	RPSI	1000	strip	n/a
RPSI2-RPSI3	ECOG	V	n/a	n/a	bipolar	RPSI	1000	strip	n/a
RPSI3-RPSI4	ECOG	V	n/a	n/a	bipolar	RPSI	1000	strip	n/a
RPSI4-RPSI1	ECOG	V	n/a	n/a	bipolar	RPSI	1000	strip	n/a
RPII1-RPII2	ECOG	V	n/a	n/a	bipolar	RPII	1000	strip	n/a
RPII2-RPII3	ECOG	V	n/a	n/a	bipolar	RPII	1000	strip	n/a
RPII3-RPII4	ECOG	V	n/a	n/a	bipolar	RPII	1000	strip	n/a
RPII4-RPII5	ECOG	V	n/a	n/a	bipolar	RPII	1000	strip	n/a
RPII5-RPII6	ECOG	V	n/a	n/a	bipolar	RPII	1000	strip	n/a
RPII6-RPII1	ECOG	V	n/a	n/a	bipolar	RPII	1000	strip	n/a
LPII1-LPII2	ECOG	V	n/a	n/a	bipolar	LPII	1000	strip	n/a
LPII2-LPII3	ECOG	V	n/a	n/a	bipolar	LPII	1000	strip	n/a
LPII3-LPII4	ECOG	V	n/a	n/a	bipolar	LPII	1000	strip	n/a
LPII4-LPII5	ECOG	V	n/a	n/a	bipolar	LPII	1000	strip	n/a
LPII5-LPII6	ECOG	V	n/a	n/a	bipolar	LPII	1000	strip	n/a
LPII6-LPII1	ECOG	V	n/a	n/a	bipolar	LPII	1000	strip	n/a
LPSI1-LPSI2	ECOG	V	n/a	n/a	bipolar	LPSI	1000	strip	n/a
LPSI2-LPSI3	ECOG	V	n/a	n/a	bipolar	LPSI	1000	strip	n/a
LPSI3-LPSI4	ECOG	V	n/a	n/a	bipolar	LPSI	1000	strip	n/a
LPSI4-LPSI1	ECOG	V	n/a	n/a	bipolar	LPSI	1000	strip	n/a
LAII1-LAII2	ECOG	V	n/a	n/a	bipolar	LAII	1000	strip	n/a
LAII2-LAII3	ECOG	V	n/a	n/a	bipolar	LAII	1000	strip	n/a
LAII3-LAII4	ECOG	V	n/a	n/a	bipolar	LAII	1000	strip	n/a
LAII4-LAII5	ECOG	V	n/a	n/a	bipolar	LAII	1000	strip	n/a
LAII5-LAII6	ECOG	V	n/a	n/a	bipolar	LAII	1000	strip	n/a
LAII6-LAII1	ECOG	V	n/a	n/a	bipolar	LAII	1000	strip	n/a
LASI1-LASI2	ECOG	V	n/a	n/a	bipolar	LASI	1000	strip	n/a
LASI2-LASI3	ECOG	V	n/a	n/a	bipolar	LASI	1000	strip	n/a
LASI3-LASI4	ECOG	V	n/a	n/a	bipolar	LASI	1000	strip	n/a
LASI4-LASI1	ECOG	V	n/a	n/a	bipolar	LASI	1000	strip	n/a
LMF1-LMF2	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LMF2-LMF3	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LMF3-LMF4	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LMF4-LMF5	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LMF5-LMF6	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LMF6-LMF7	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LMF7-LMF8	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LMF8-LMF1	ECOG	V	n/a	n/a	bipolar	LMF	1000	strip	n/a
LLF1-LLF2	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
LLF2-LLF3	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
LLF3-LLF4	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
LLF4-LLF5	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
LLF5-LLF6	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
LLF6-LLF7	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
LLF7-LLF8	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
LLF8-LLF1	ECOG	V	n/a	n/a	bipolar	LLF	1000	strip	n/a
