name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
LAFD1	-16.0356	34.6926	-27.2938677118044	-999	LAFD	L	depth	-13.5231	35.7853	-23.4638	Left MOrG medial orbital gyrus	lateralorbitofrontal
LAFD2	-19.8013	32.7771	-24.4541171488144	-999	LAFD	L	depth	-16.3336	33.9681	-20.5352	Left MOrG medial orbital gyrus	lateralorbitofrontal
LAFD3	-23.4882	30.7419	-19.6050750275287	-999	LAFD	L	depth	-19.1033	32.4374	-16.3791	Left MOrG medial orbital gyrus	lateralorbitofrontal
LAFD4	-24.4208	29.3306	-14.9434062896643	-999	LAFD	L	depth	-20.8253	31.0303	-12.2642	Left POrG posterior orbital gyrus	lateralorbitofrontal
RAFD1	6.27699	27.4676	-26.2125853923474	-999	RAFD	R	depth	7.07769	27.6928	-23.698	Right GRe gyrus rectus	medialorbitofrontal
RAFD2	7.48054	26.3558	-21.5286509890711	-999	RAFD	R	depth	9.54693	26.7806	-19.7475	Right GRe gyrus rectus	lateralorbitofrontal
RAFD3	9.42425	25.7997	-16.668056246043	-999	RAFD	R	depth	10.863	26.8974	-15.3174	Right Cerebral White Matter	medialorbitofrontal
RAFD4	12.4982	23.8326	-11.3580563668311	-999	RAFD	R	depth	12.2216	26.3662	-11.4134	Right Cerebral White Matter	lateralorbitofrontal
LICS13	2.02572	-16.6299	55.1272420549316	-999	LICS	R	grid	0.548213	-7.33459	43.9319	n/a	superiorfrontal
LICS14	1.76076	-6.38696	46.5606696025391	-999	LICS	R	grid	0.298085	2.58554	40.6704	n/a	posteriorcingulate
LICS15	1.93089	4.32565	39.5498376704677	-999	LICS	R	grid	1.13649	12.9215	38.7098	n/a	caudalanteriorcingulate
LICS16	1.76315	15.8716	40.0433810167581	-999	LICS	R	grid	0.803131	23.1999	34.6822	n/a	caudalanteriorcingulate
LICS19	1.83494	-13.5001	63.6357327979542	-999	LICS	R	grid	0.435769	-2.40766	52.115	n/a	superiorfrontal
LICS20	1.44682	-3.90722	58.7993164432745	-999	LICS	R	grid	-0.841785	7.53502	49.5707	n/a	superiorfrontal
LICS21	0.73465	10.5916	51.3972657590603	-999	LICS	R	grid	-2.32829	18.845	46.0728	n/a	superiorfrontal
LICS22	1.08418	20.8983	51.5956547141975	-999	LICS	R	grid	-3.50051	27.6326	43.0429	n/a	superiorfrontal
LISS1	3.7361	-33.3657	36.1613085466283	-999	LISS	R	strip	0.748337	-32.1963	34.5915	n/a	posteriorcingulate
LISS2	2.02817	-25.5497	39.7098637893249	-999	LISS	R	strip	1.83463	-21.9921	36.8542	n/a	posteriorcingulate
LISS3	2.5094	-20.574	55.1661253653821	-999	LISS	R	strip	1.87313	-11.9116	39.1612	n/a	posteriorcingulate
LISS4	0.704699	-7.46383	51.7059647451412	-999	LISS	R	strip	1.7434	-0.171419	41.8601	n/a	posteriorcingulate
LISS5	0.146968	2.09352	49.3745502638144	-999	LISS	R	strip	1.7819	9.90917	44.1673	n/a	superiorfrontal
LISS6	2.81861	10.4247	58.2380928033137	-999	LISS	R	strip	-2.32829	18.845	46.0728	n/a	superiorfrontal
RICS1	2.76027	-16.7606	53.1620290586801	-999	RICS	R	grid	0.527846	-7.48072	43.2591	n/a	superiorfrontal
RICS2	1.55482	-5.06156	48.091473579522	-999	RICS	R	grid	1.36625	2.8552	41.2986	n/a	posteriorcingulate
RICS3	1.19832	4.34545	38.7154245040958	-999	RICS	R	grid	1.13649	12.9215	38.7098	n/a	caudalanteriorcingulate
RICS4	2.32129	17.3978	39.8690501123069	-999	RICS	R	grid	0.803131	23.1999	34.6822	n/a	caudalanteriorcingulate
RICS7	1.12389	-8.39937	64.2234754367292	-999	RICS	R	grid	0.435769	-2.40766	52.115	n/a	superiorfrontal
RICS8	2.39765	-0.0609514	55.7225594973433	-999	RICS	R	grid	-0.841785	7.53502	49.5707	n/a	superiorfrontal
RICS9	0.963867	9.55031	53.3262392298188	-999	RICS	R	grid	-1.28051	18.9686	46.0284	n/a	superiorfrontal
RICS10	0.745505	18.9236	49.8179157417852	-999	RICS	R	grid	-3.50051	27.6326	43.0429	n/a	superiorfrontal
RISS7	2.7061	-37.4047	37.2006466374249	-999	RISS	R	strip	0.748337	-32.1963	34.5915	n/a	posteriorcingulate
RISS8	2.40455	-27.4034	38.4206399760793	-999	RISS	R	strip	1.83463	-21.9921	36.8542	n/a	posteriorcingulate
RISS9	0.742325	-18.8396	45.6431291217309	-999	RISS	R	strip	1.87313	-11.9116	39.1612	n/a	posteriorcingulate
RISS10	1.41091	-7.17071	46.9338680603649	-999	RISS	R	strip	1.7434	-0.171419	41.8601	n/a	posteriorcingulate
RISS11	0.772874	0.954096	51.4328603275616	-999	RISS	R	strip	1.7819	9.90917	44.1673	n/a	superiorfrontal
RISS12	1.44536	12.1228	54.4566663870916	-999	RISS	R	strip	-1.28051	18.9686	46.0284	n/a	superiorfrontal
