name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
LG1	-38.5313	44.8581	34.5228706813425	-999	LG	L	grid	-30.9147	47.5495	28.7319	n/a	rostralmiddlefrontal	n/a	n/a
LG2	-45.8236	33.8089	34.1250460421919	-999	LG	L	grid	-34.4438	36.7594	32.0455	n/a	rostralmiddlefrontal	n/a	n/a
LG3	-47.228	26.4686	38.6607376225587	-999	LG	L	grid	-38.9676	27.5122	35.7149	n/a	caudalmiddlefrontal	n/a	n/a
LG4	-50.6277	16.4716	40.9378725023342	-999	LG	L	grid	-42.4355	17.9975	38.1605	n/a	precentral	n/a	n/a
LG5	-52.7479	7.1044	44.5502812083734	-999	LG	L	grid	-42.8477	7.60247	41.5697	n/a	precentral	n/a	n/a
LG6	-58.9574	-7.80601	42.883253752558	-999	LG	L	grid	-45.7984	-1.93016	44.0118	n/a	precentral	n/a	n/a
LG7	-59.0382	-16.9779	44.2624797801304	-999	LG	L	grid	-46.2108	-12.3251	47.4209	n/a	precentral	n/a	n/a
LG8	-58.1785	-24.4855	46.9442586557922	-999	LG	L	grid	-47.6362	-22.9161	49.6201	n/a	postcentral	n/a	n/a
LG9	-48.0872	45.9523	20.6267596277412	-999	LG	L	grid	-35.895	45.6419	17.816	n/a	rostralmiddlefrontal	n/a	n/a
LG10	-51.0372	35.1864	23.8813708983307	-999	LG	L	grid	-38.3497	36.3232	21.4715	n/a	rostralmiddlefrontal	n/a	n/a
LG11	-57.1552	24.0579	27.2696819579102	-999	LG	L	grid	-41.8789	25.5332	24.7851	n/a	parsopercularis	n/a	n/a
LG12	-57.7986	15.8348	30.2181823607222	-999	LG	L	grid	-44.8509	16.2323	28.444	n/a	parsopercularis	n/a	n/a
LG13	-59.6487	7.51673	35.7005176646248	-999	LG	L	grid	-46.2764	5.64136	30.6433	n/a	precentral	n/a	n/a
LG14	-60.7316	-4.50795	35.3242801385395	-999	LG	L	grid	-48.6964	-3.40683	33.1984	n/a	postcentral	n/a	n/a
LG15	-63.3452	-15.3446	35.6430664175844	-999	LG	L	grid	-50.1566	-14.2684	36.4981	n/a	supramarginal	n/a	n/a
LG16	-63.6784	-23.5246	37.2857771911365	-999	LG	L	grid	-50.5608	-25.3974	38.5741	n/a	supramarginal	n/a	n/a
LG17	-54.7334	43.231	-5.17032783081301	-999	LG	L	grid	-40.7234	45.3189	2.61465	n/a	rostralmiddlefrontal	n/a	n/a
LG18	-58.9226	34.4177	1.19163119086539	-999	LG	L	grid	-41.1518	36.3924	8.68972	n/a	parstriangularis	n/a	n/a
LG19	-61.6175	23.8195	3.84713192913236	-999	LG	L	grid	-42.628	26.9991	14.6555	n/a	parstriangularis	n/a	n/a
LG20	-63.7015	18.0347	13.0768482187737	-999	LG	L	grid	-44.6002	17.392	19.4079	n/a	parsopercularis	n/a	n/a
LG21	-64.8226	7.16686	22.1663137738453	-999	LG	L	grid	-46.1112	7.72816	26.4742	n/a	precentral	n/a	n/a
LG22	-64.7115	-2.71453	28.430809734073	-999	LG	L	grid	-47.6007	-2.16735	32.3236	n/a	precentral	n/a	n/a
LG23	-64.8463	-10.8327	31.8505971551301	-999	LG	L	grid	-49.0291	-10.7877	37.3052	n/a	postcentral	n/a	n/a
LG24	-64.3356	-19.6327	36.2566442349721	-999	LG	L	grid	-47.3671	-20.0176	42.1496	n/a	postcentral	n/a	n/a
LG25	-55.8743	37.1024	-12.3036619741502	-999	LG	L	grid	-44.261	41.3287	-6.07866	n/a	parstriangularis	n/a	n/a
LG26	-58.192	27.4427	-7.34854451915812	-999	LG	L	grid	-44.6946	31.1478	-1.80998	n/a	parstriangularis	n/a	n/a
LG27	-58.258	18.2663	-4.29926583096332	-999	LG	L	grid	-45.1232	22.22	4.24127	n/a	parsopercularis	n/a	n/a
LG28	-63.8513	13.1438	2.63142712988255	-999	LG	L	grid	-47.6207	13.3649	10.3302	n/a	parsopercularis	n/a	n/a
LG29	-67.2398	3.68054	11.6268171499551	-999	LG	L	grid	-49.1235	2.96697	16.0634	n/a	precentral	n/a	n/a
LG30	-67.3742	-5.48302	19.5833122811136	-999	LG	L	grid	-51.5943	-4.88349	22.3849	n/a	postcentral	n/a	n/a
LG31	-68.0179	-15.2646	25.6610514585085	-999	LG	L	grid	-52.0628	-15.3171	28.1111	n/a	supramarginal	n/a	n/a
LG32	-67.6504	-25.6495	29.2587441807585	-999	LG	L	grid	-52.4565	-23.9732	33.0857	n/a	supramarginal	n/a	n/a
