name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
LAMYD1	-18.4288	-0.327271	-18.2254731954096	-999	LAMYD	L	depth	18.6115	-28.2328	-8.95383	Left Thalamus Proper	n/a	n/a	Left Amy
LAMYD2	-23.306	-1.1189	-18.6919353019269	-999	LAMYD	L	depth	23.9837	-28.084	-8.23078	Left Amygdala	n/a	n/a	Left Amy
LAMYD3	-28.5338	-2.05371	-18.9117765049592	-999	LAMYD	L	depth	29.356	-27.9354	-7.50765	Left Cerebral White Matter	n/a	n/a	Left Amy
LAMYD4	-34.3248	-2.26103	-18.78673470689	-999	LAMYD	L	depth	35.4467	-28.1411	-7.46951	Left Cerebral White Matter	n/a	n/a	n/a
LAMYD5	-39.5558	-2.63861	-17.9391158822037	-999	LAMYD	L	depth	40.819	-27.9924	-6.74641	Left Cerebral White Matter	superiortemporal	n/a	n/a
LAMYD6	-43.8886	-2.96571	-17.6262027818116	-999	LAMYD	L	depth	46.1912	-27.8438	-6.02338	Left Cerebral White Matter	superiortemporal	n/a	n/a
LAMYD7	-49.0212	-2.24605	-17.6474310816864	-999	LAMYD	L	depth	51.7447	-28.0643	-6.05749	Left MTG middle temporal gyrus	superiortemporal	n/a	n/a
LAMYD8	-56.4303	-2.80538	-16.393905754367	-999	LAMYD	L	depth	58.7287	-27.871	-5.11753	Left STG superior temporal gyrus	superiortemporal	n/a	n/a
LAMYD9	-60.9197	-3.10746	-16.0060719443456	-999	LAMYD	L	depth	63.0266	-27.7521	-4.539	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
LAMYD10	-67.9907	-2.26198	-17.316132156834	-999	LAMYD	L	depth	69.8124	-28.8732	-5.00728	n/a	middletemporal	n/a	n/a
LAHD1	-21.6746	-8.75235	-24.8506070978862	-999	LAHD	L	depth	21.6019	-19.3636	-3.72399	Left PHG parahippocampal gyrus	n/a	n/a	Left MTL WM
LAHD2	-25.8662	-8.35436	-24.0963971297425	-999	LAHD	L	depth	26.0344	-20.7362	-3.54574	Left Hippocampus	n/a	CA1	Left CA1
LAHD3	-30.8394	-10.6819	-24.1719623456429	-999	LAHD	L	depth	31.3367	-22.2712	-2.2871	Left Hippocampus	n/a	DG	Left DG
LAHD4	-36.97	-11.6234	-22.9171968183828	-999	LAHD	L	depth	37.2228	-22.6688	-1.31325	Left Hippocampus	n/a	n/a	Left CA1
LAHD5	-41.6041	-11.3174	-18.4216908734504	-999	LAHD	L	depth	42.6832	-25.134	-0.633293	Left Cerebral White Matter	n/a	n/a	n/a
LAHD6	-44.7614	-11.7359	-17.5299435260518	-999	LAHD	L	depth	46.9577	-25.5763	0.123637	Left Cerebral White Matter	superiortemporal	n/a	n/a
LAHD7	-50.0515	-10.3056	-14.9495818831492	-999	LAHD	L	depth	52.4412	-27.4803	0.625033	Left STG superior temporal gyrus	superiortemporal	n/a	n/a
LAHD8	-56.736	-10.7524	-14.6530657428502	-999	LAHD	L	depth	58.3041	-28.4375	1.81105	Left STG superior temporal gyrus	middletemporal	n/a	n/a
LAHD9	-63.8384	-12.0485	-13.3923796190758	-999	LAHD	L	depth	63.6064	-29.9668	3.18197	Left MTG middle temporal gyrus	superiortemporal	n/a	n/a
LAHD10	-67.7221	-12.7304	-11.2336197278823	-999	LAHD	L	depth	67.8576	-30.9661	4.20155	n/a	superiortemporal	n/a	n/a
LMHD1	-15.1205	-13.4674	-19.4916116301829	-999	LMHD	L	depth	14.1093	-21.063	0.26551	Left Ventral DC	n/a	n/a	n/a
LMHD2	-20.6781	-14.2671	-20.2856885926864	-999	LMHD	L	depth	19.4815	-20.9144	0.988629	Left PHG parahippocampal gyrus	n/a	SUB	Left EC
LMHD3	-25.3741	-16.0871	-20.9099121494662	-999	LMHD	L	depth	24.6725	-20.3896	2.60649	Left Hippocampus	n/a	SUB	Left Sub
LMHD4	-29.8842	-17.053	-20.9134152312633	-999	LMHD	L	depth	30.1794	-21.7313	2.95365	Left Hippocampus	n/a	CA1	Left CA1
LMHD5	-34.5027	-19.311	-21.8554715261788	-999	LMHD	L	depth	36.0889	-21.5639	3.82538	Left Cerebral White Matter	parahippocampal	n/a	Left CA1
